Tweet_ID,Formatted_Text,Manual_Sentiment,Polarity,Subjectivity
9.76E+17,"Shashi Mathur 51 runs in 47 balls  (5x4, 0x6) Uttar Pradesh 101/3 #MPvUP @paytm #U23 #T20 Scorecard:https://t.co/dKcCnWyq9v",,,
9.76E+17,Signup on Dream11 website & get a chance to win upto 3 crores https://t.co/8BGZxQvN0W  #Dream11 #FantasyCricket… https://t.co/PbBEuy3sWK,,,
9.76E+17,", @Paytm has a bug bounty programme, which is a step in the right direction. Hope other Indian companies followed s… https://t.co/jtgwLHkkGN",,,
9.76E+17,"Dear sir, following up from last 4 months but still didn't get any solution. Paytm is taking this much time only to… https://t.co/YM595c2YWZ",,,
9.76E+17,"@bigbasket_com sent partial refund for sending expired products repeatedly, that too after chasing on mails n phone… https://t.co/Gy1skBlQrt",,,
9.76E+17,@vijayshekhar there is likely a leak in your card storage vault especially in the pipeline which uses direct auto a… https://t.co/RBjGX2fJKI,,,
9.76E+17,"Placed an order on @ZomatoIN, applied ZPTM50 Promo code and paid via @Paytm. But didn't receive any cash back. Why? https://t.co/Ke6jcipofB",,,
9.76E+17,My @Paytm ATM Order has been Returned by @IndiaPostOffice so how to order again...,,,
9.76E+17,The struggle for doing PayTM KYC is real and painful. Hope folks have learnt how to live without it by now.,,,
9.76E+17,Is this page being driven by @Paytm . Please look into it on earliest basis as this page administrator is trying to… https://t.co/OTYJtjqD1z,,,
9.76E+17,"Hi team. I am not able to transfer money to my bank after doing KYC. Please check this, what kind of services is th… https://t.co/xMtiqyhkuM",,,
9.76E+17,Merchant name is same in both the transactions happened: PAYTM(PGSI) https://t.co/MNplWyYQPz,,,
9.76E+17,"There's no any On call support number from PayTm to talk directly to your customer executives, get the instant solution regarding any query.",,,
9.76E+17,"If you ask who'll eat Paytm's cake, I'll bet it is PhonePe or Tez.  Money transfer and bill payments is 10x better… https://t.co/dyozJAyfwU",,,
9.76E+17,Do you agree? #CleanAirWeek #BreatheLife @Paytm @vijayshekhar   We need to step up and find solutions to address th… https://t.co/50bzhqwnlx,,,
9.76E+17,"Asia Pacific Clean Air Partnership Forum opening session with H.E. General Surasak Kanchanarat, @UnicefAsiaPac’s Ka… https://t.co/RthHtNjy9v",,,
9.76E+17,"Extremely Satisfied with @Paytm , Service is awesome ...?????? Got this yesterday... everything is fine...?????? https://t.co/aZiPTtjOsC",,,
9.76E+17,. @fayedsouza Pl take up this issue.... BEST not allowing bill payment through Debit/Credit card - a service availa… https://t.co/DqPQneaavs,,,
9.76E+17,Such fake thing was not expected from u @Paytm @vijayshekhar . https://t.co/CVzUNaXp1g,,,
9.76E+17,Waiting desperately for Uber India to introduce 2FA-free credit card transactions (which RBI allows for small txns)… https://t.co/14kfPeueKn,,,
9.76E+17,@yumchek Request to yumchek to initiate the refunded cashback amt of Rs 23 and Rs 17 to my paytm account which was… https://t.co/60DolwQ4FV,,,
9.76E+17,24*7 dam prove it .M not abke to send money fix ur kyc fucking stuff@Paytm,,,
9.76E+17,"@vijayshekhar , though the SC has said that Aadhar is not mandatory, PayTM App is asking for Aadhar KYC. Why? My Rs… https://t.co/gaYsVJVhe5",,,
9.76E+17,WHAT A CHEATING system @Paytm of @vijayshekhar has devised. No help available for 'OFFER' mismanagement. When calle… https://t.co/vdUJDODtVW,,,
9.76E+17,"Hello @vijayshekhar Sir, I recently encountered a website named https://t.co/PjxTytKT5D   This website is asking us… https://t.co/ZFWG88ow7q",,,
9.76E+17,"Just now got a call from @Paytm back office for Aadhar linking, told him about SC ruling  https://t.co/lDiuGbscxL.… https://t.co/YxSviUPjEs",,,
9.76E+17,Why is @Paytm collecting fingerprints as part of KYC? PAN and address proof understood but why fingerprints?,,,
9.76E+17,@vijayshekhar sir paytm hv below offer going on..Is it free ? Plz paytm confirm this... https://t.co/Z7c9k6PcqB,,,
9.76E+17,. @nixxin . There is @Paytm KYC at my office. Guy refuses to take any id other than Aadhar.,,,
9.76E+17,England Women Won by 6 Wicket(s)  @paytm #IndAvEng Scorecard:https://t.co/71YomsW8MA,,,
9.76E+17,"Alice Davidson Richards  SIX! England Women 196/2 (18.6) (28x4, 1x6) @paytm #IndAvEng",,,
9.76E+17,"#Tech | Know the man behind Elliot Alderson, who exposed flaws in #Aadhaar, @oneplus and @Paytm, reports… https://t.co/DdbEuyrAd3",,,
9.76E+17,"@vijayshekhar  Hi Sir, After doing the KYC iam not able to do paytm transactions.  A support query was raised on 10… https://t.co/t1YIHXlYhu",,,
9.76E+17,Please update beneficiary account  When transfer to others not show the beneficiary details thanks to @Paytm,,,
9.76E+17,Shameless @Paytm how can you restrict one from sending money with minimum KYC. Haven't you read the SC guidelines..… https://t.co/4VeHUX2JDn,,,
9.76E+17,Payment giant @Paytm quotes strong growth with annualised gross value of transactions growing 4X to $20 billion. My… https://t.co/0XmNi5bmoY,,,
9.76E+17,#CoverReveal I On stands this week!  #CoverStory I #Paytm Reloaded: Following in the footsteps of @AlibabaGroup’s… https://t.co/kAQHkL3xAl,,,
9.76E+17,Work started on The Metronome vlog on #CyberSecurity #cybercrime. Half the lyrics done. Concluding half being autho… https://t.co/qQyaq9HiEG,,,
9.76E+17,Where to do this KYC verification of @Paytm in @guwahaticity Most of the given strores are refusing. Please help,,,
9.76E+17,@vijayshekhar Sir my name is Ram sharan Rs. 2100 has been deducted in my paytm wallet dated 28-02-2018 but not refu… https://t.co/byl4eb3rJn,,,
9.76E+17,@vijayshekhar  Money haven't transferd to my paytm bank account neither in my aadhar linked bank account.its almost… https://t.co/xvWRU73m4J,,,
9.76E+17,Paytm Care why are several apps not displaying my Paytm balance correctly. Is something screwed up in your software… https://t.co/VgyhqaUSiT,,,
9.76E+17,Succeeding against odds  His rivals have cheered the news of @WhatsApp launching mobile payments.  But this dynamo… https://t.co/3y7Lz4GZvN,,,
9.76E+17,@amazonIN  proved it's the best in e-commerce. I ordered one item at @Paytm on Sunday it's not yet shipped!!! Item… https://t.co/kE3B1y7lct,,,
9.76E+17,"Now enjoy the cashback offer on the bills, provided by Paytm at Motherhood Hospital! #MotherhoodIndia #Cashback… https://t.co/6EsARtd4QI",,,
9.76E+17,Love the ease of @getsimpl. pls integrate with @Uber_India @Paytm @amznind and  #KeepItSimpl,,,
9.76E+17,Look at paytm. Founder an individual. Never thought of listing the company. Reason no greed. Otherwise cud hv asked… https://t.co/JjJ15pjdrr,,,
9.76E+17,"For use of paytm upi for payment using bhim upi, there should be get notification of pay in notification bar for in… https://t.co/4JalkF9CH3",,,
9.76E+17,"Why I love #Mumbai?  Have lived in 2 countries and 4 cities, but the integrity Mumbaikars demonstrate is stunning!… https://t.co/5SxCsvqvrz",,,
9.76E+17,@vijayshekhar I done 2 recharges for my jio number but now the paytm is showing one recharge with Jio and other is… https://t.co/6numV69ydK,,,
9.76E+17,How to unlink my Aadhar card to from my lost number and add to my permanent number @Paytm   Please help me  I use P… https://t.co/1WH2PVQ5b0,,,
9.76E+17,.@Paytm KYC not done? Here's what you can and cannot do https://t.co/dZylPKnBlk,,,
9.76E+17,Paytm now allows receiving of payments directly into bank account. #payments  https://t.co/rz7OzXbPAI,,,
9.76E+17,#paytmfraud #Paytm #paytmbusiness ... My registered mobile number was registered to accept merchant payments. Now w… https://t.co/WhStUwUSVw,,,
9.76E+17,Lol! The death of @Paytm ??????? https://t.co/7TChEIp9Tz,,,
9.76E+17,"@vijayshekhar worst customer service, 21 days , more than 25 calls no resulution to problem . my number is  9899914… https://t.co/MVsBah86QQ",,,
9.76E+17,Deducted 255Rs from paytm wallet without my permission by which pizza hit voucher was purchashed. There is not a si… https://t.co/8BEnBphjKy,,,
9.76E+17,There is a deliberate obfuscation going on with Paytm. Company insists (on social media) that Aadhaar isn’t compuls… https://t.co/UptclXn864,,,
9.76E+17,Book your tickets for @NANDAMURIKALYAN - @MsKajalAggarwal 's #MLA through @Paytm for exciting offers .   Bookings n… https://t.co/D31lbaJLcb,,,
9.76E+17,@SBICard_Connect don’t process this transaction @Paytm https://t.co/KHkhgAhUvT,,,
9.76E+17,Wallets like @Paytm  @MobiKwik  @FreeCharge  have become facilitators of small value frauds.. RBI's move of making… https://t.co/hXwodgDxXT,,,
9.76E+17,"Trying to digest d fact that d guy who stole my money via @Paytm has my address, DOB, etc but PayTM has no details… https://t.co/YSR1qRQaDU",,,
9.76E+17,"Loving my new paytm debit card ,cool design @vijayshekhar @Paytm 2 cheers from myside https://t.co/s9xQZ3MmBU",,,
9.76E+17,.@Paytm & @UberEATS_IND: HEY LOOK HERE WE'RE GIVING YOU A CASHBACK! *After the order and no cashback* @Paytm &… https://t.co/fPfuGTsa4c,,,
9.76E+17,@SellerPaytmMall dear paytm mall team plz help no solution provide by local paytm team... Issuee..  Customer amount… https://t.co/4ZkWLt1oCp,,,
9.76E+17,Why would I  link any of my government id cards to recharge internet balance @Paytm  ? Do something about it.??,,,
9.76E+17,To   The paytm   Team today i have given the request for my number  change through mobile app  from 91-7895970181 t… https://t.co/98NbPCsRZi,,,
9.76E+17,"Hii friends   ""Paid sex""  first paytm and enjoy   Sex chat 300 5 pic my 500  Video chat 1500 Call sex. 1000  Proof… https://t.co/1ampLyZXl1",,,
9.76E+17,How to Apply For a Paytm Debit Card?  Read more at: https://t.co/cyHdDzQviX,,,
9.76E+17,"How to Receive Money directly into your Bank account in Paytm?, https://t.co/P8yXDfYamF",,,
9.76E+17,#GTUTechUpdate #Paytm now allows receiving payments directly into bank account. https://t.co/KoRjFII1VX https://t.co/ggmdHI1v5W,,,
9.76E+17,"Return this money and stop telling a lie @vijayshekhar ,@Paytm https://t.co/LpFNhlFqyU",negative,,
9.76E+17,Done with paytm. Deleted.. Just pathetic kyc.,negative,,
9.76E+17,@drmsbc @RailMinIndia  please include option in UTS app to add money from paytm wallet which would be convenient ra… https://t.co/tmjjSrFEVa,neutral,,
9.76E+17,Such cases reinforce my decision of not using wallets like @Paytm or any other when Credit/Debit cards do the same… https://t.co/nygJDDOziD,negative,,
9.76E+17,When the biggest court of India says that Aadhar is not mandatory yet and even government accepts why the hell is… https://t.co/9H6XrK6xfG,negative,,
9.76E+17,"@MobiKwikSWAT @MobiKwik why r u only insisting on Aadhar for verification tht too OTP based, y nt just Aadhar no. O… https://t.co/OLNqfsrgMa",negative,,
9.76E+17,"@irctc,@paytm refund money (id100000220930242)from irctc after cancellation of ticket(PNR 2343094639),toPaytm wallet not seen in passbook.",negative,,
9.76E+17,#paytmkaro #Paytm  I was transferring the amount of rs 1500rs to one of my known(7406003722) but by mistake it was… https://t.co/WQcOhp4kPr,,,
9.76E+17,@vijayshekhar opens up to @Ta_rush about @Paytm in this article on @YourStoryCo https://t.co/9tSs8KWUe4  The articl… https://t.co/r1EcbBmn8C,,,
9.76E+17,@PhonePeSupport  Why can't I add @Paytm upi as a beneficiary ? It says my paytm upi doesn't exist. @NPCI_BHIM,,,
9.76E+17,"Bryony Smith  FOUR! England Women 18/0 (3.2) (3x4, 0x6) @paytm #IndAvEng",neutral,,
9.76E+17,check this one.. ?????? https://t.co/FhqoNnUBGq,,,
9.76E+17,"@Khatkar786   Sir i couldn't sent this with gmail. I have won this contest, winning screenshot????. My paytm no:   90… https://t.co/6B8ZEEJPQW",neutral,,
9.76E+17,I have no reply yet from your team And still didn't get refund. @Paytm,negative,,
9.76E+17,@vijayshekhar ??@paytm still insists on #Aadhar https://t.co/X6XDn16MOX,,,
9.75E+17,Fraud Happened on @Paytm through this contact - 90680 42255. This fraudster had transferred my whole paytm money! https://t.co/hW2UKpU3I7,negative,,
9.75E+17,@TheOfficialSBI  paytm has initiated refund for me and provide  ARN/RRN NO 74766518069809608803351  Provide the information about it,,,
9.75E+17,Not true... My  @Paytm KYC was done without Aadhaar https://t.co/LfzYx2gkQ3,,,
9.75E+17,"Everybody please request Full KYC by PayTm and when Executive visits, refuse to part with details. Let them lose pr… https://t.co/FXqHnhvHkl",negative,,
9.75E+17,"@shaikhsandhani Hi, Warm  Greetings from Paytm! Please click the following link, to register yourself on Paytm as a… https://t.co/jT7ZHUXJxJ",neutral,,
9.75E+17,Paytm cares sucks. The issue have not been resolved from 2 days.and not even a proper response??.@Paytm @vijayshekhar,negative,,
9.75E+17,Send in your answers for today's riddle.  Win Rs 100 paytm cash!! #QurekaRiddles #KheloFastJeetoFast,neutral,,
9.75E+17,Sick of being forced for my details by #Paytm. #SupremeCourt says it's not compulsory! So do the founders of @Paytm… https://t.co/NvotRbzGzp,negative,,
9.75E+17,Even the banks are doing this. Asking to link Aadhaar. @Paytm too asking to do KYC linking Aadhaar! https://t.co/m1PGglGn0c,,,
9.75E+17,Frustrated with @Paytm beyond belief.   Its been nothing but USELESS for weeks with them insisting on Aadhaar- even… https://t.co/Khmm0bnOPx,,,
9.75E+17,"Dafuq Paytm wants mini-KYC?  For what? Using 20,000 rupees? LOL you jokers.  Bye bye @paytm",negative,,
9.75E+17,@littleapp_in Deducted 255Rs from paytm wallet without my permission by which pizza hit voucher was purchashed. The… https://t.co/JDiR6Z9g4v,negative,,
9.75E+17,No benefit of using @Paytm all offer are of no use.,negative,,
9.75E+17,How to contact Cashback related issues in @Paytm,neutral,,
9.75E+17,Paytm KYC verification is chargeable @Paytm your one service provider charging 30rs per clarification @Paytm https://t.co/ohRJnALup6,,,
9.75E+17,H - Paytm Worth 5 keys W Any ranked Account with steam lvl 10+,,,
9.75E+17,So basically @Paytm is forcing for KYC and most importantly Government approved IDs such as voters card and driving… https://t.co/QxXXFjJtsj,negative,,
9.75E+17,"@IRCTCofficial  This transaction was done through UPI, Paytm Sadly the amount was deducted by you but ticket was no… https://t.co/gFRC7xDjdm",negative,,
9.75E+17,So I need to do KYC to close @Paytm account so as to not do KYC with you guys? ????? Will not continue using now for… https://t.co/xoF0Z7G1LP,negative,,
9.75E+17,#MESSAGEMONEY from @kotakbankltd - All my friend needed was my mobile number. One of the most convenient ways to se… https://t.co/q7ZrvQZNy8,,,
9.75E+17,Australia Women Won by 97 Run(s)  @paytm #IndvAus #ODI  Scorecard:https://t.co/L0TZTUZb2n,neutral,,
9.75E+17,Is this from  @Paytm ? Looks like spam!!!!! https://t.co/TgT03fz8P0,,,
9.75E+17,"Yesterday wanted to try paying or petrol through @Paytm. After the payment, the attender noted down the long transa… https://t.co/ys6DD9kyxm",,,
9.75E+17,"WICKET! Over: 44.4 Pooja Vastrakar 6(17) ct Nicola Carey b Megan Schutt, India Women 235/9 @paytm #IndvAus #ODI",neutral,,
9.75E+17,"S B Verma  SIX! India Women 207/5 (36.6) (27x4, 1x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,WATCH highlights of Rajneesh Gurbani's four-for that wrecked the Rest of India lineup in @Paytm #IraniCup #ROIvVID - https://t.co/Tli8UISBzh,neutral,,
9.75E+17,"End Of Over 30 - India Women 182/5, Need 151 Run(s) to Win, Mona 1(5) Deepti  27(28) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"WICKET! Over: 29.6 Mona 1(5) ct Nicola Carey b Ashleigh Gardner, India Women 182/5 @paytm #IndvAus #ODI",neutral,,
9.75E+17,"WICKET! Over: 28.5 Mithali 21(38) ct Rachael Haynes b Jess Jonassen, India Women 179/4 @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Despite the Hon'ble SC's order (March 31, 2018, deadline for linking of Aadhaar), Linking Adhar is still mandatory… https://t.co/rvDjM9yx4x",,,
9.75E+17,kyc at petrol pump by my joining efforts with kyc team @Paytm @vijayshekhar https://t.co/PrOMde8HHn,,,
9.75E+17,"Mithali  FOUR! India Women 128/2 (18.3) (20x4, 0x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,For those who are facing problem with Paytm.  Even the Hon'ble Supreme Court has made it not mandatory to link Aadh… https://t.co/TBqFzDX3km,negative,,
9.75E+17,"Harmanpreet Kaur  FOUR! India Women 107/2 (15.2) (19x4, 0x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"WICKET! Over: 13.5  S S Mandhana 52(42) lbw Ashleigh Gardner, India Women 101/2 @paytm #IndvAus #ODI",neutral,,
9.75E+17,"WICKET! Over: 13.4 Jemimah R 42(41) ct Rachael Haynes b Ashleigh Gardner, India Women 101/1 @paytm #IndvAus #ODI",neutral,,
9.75E+17,"S S Mandhana 52 runs in 41 balls  (10x4, 0x6) India Women 93/0 @paytm #IndvAus #ODI  Scorecard:https://t.co/L0TZTUZb2n",neutral,,
9.75E+17,"@vijayshekhar Hello All, Dont buy product from paytm.  I have purchase sony blutooth from paytm. but they send me o… https://t.co/lKScSe359x",negative,,
9.75E+17,"@vijayshekhar Hello All, Dont buy product from paytm.  Paytm also didnt take any action on seller.   I am very disa… https://t.co/TsCdLjB7BF",negative,,
9.75E+17,"Nicola Carey  FOUR! Australia Women 332/6 (49.5) (42x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Bye bye @paytm  It was nice having you, I'm not coming anywhere to complete KYC to keep using you",neutral,,
9.75E+17,"Beth Mooney  FOUR! Australia Women 321/6 (48.6) (41x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Beth Mooney  FOUR! Australia Women 307/6 (48.2) (38x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Ashleigh Gardner  FOUR! Australia Women 276/5 (44.2) (34x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,.@Paytm Finally Allows Receiving of Payments Directly into Bank Account https://t.co/6DNh2WFB1z,,,
9.75E+17,"Rachael Haynes  FOUR! Australia Women 222/3 (38.1) (27x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"@Aircel service on my no. is stopped. My WhatsApp, Paytm and all other account is connected to this no. Only. Now u… https://t.co/zMLhAWNjmN",neutral,,
9.75E+17,"End Of Over 100 - Rest of India 293/6, Trail By 507 Runs, J J Yadav 87(214) G H Vihari 113(241) #ROIvVID @paytm #IraniCup",neutral,,
9.75E+17,"Ellyse Perry  FOUR! Australia Women 117/2 (21.2) (13x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Alyssa Healy  SIX! Australia Women 108/2 (19.5) (12x4, 2x6) @paytm #IndvAus #ODI",neutral,,
9.75E+17,"Dear @vijayshekhar , in Hyderabad for #Paytm KYC their are charging 30 rupees. Please take necessary action on it.",negative,,
9.75E+17,Australia win the toss and elect to bat in @paytm 3rd ODI #INDvAUS https://t.co/uUQUyaeLAS,neutral,,
9.75E+17,What's the motive of Chinese-funded @paytm? https://t.co/NTs8jyGtjm,,,
9.75E+17,Worst app and customer care @Paytm,negative,,
9.75E+17,".@Paytm @vijayshekhar Sick of PAYTM and it's physical verification. As if that weren't enough, your KYC  agents ask… https://t.co/FvMMtBI4Bi",negative,,
9.75E+17,My reference number is  56227927 #paytmfraud is working on it more than 20 days. #SCAM #Paytm #fraud https://t.co/eazEZySNEW,negative,,
9.79E+17,"Shop quality timepieces from brands like @GUESS, @seikowatches & more on Paytm Mall at half prices.",neutral,,
9.79E+17,@vijayshekhar sir I ordered led tv by @PaytmMall but I got only wall mount bracket .i not got led tv . Sir in futur… https://t.co/T8h1yBwjOd,negative,,
9.79E+17,https://t.co/ekdtL85cSf  Would u re-activate all service of paytm? @paytmbankcare @vijayshekhar @Paytmcare,neutral,,
9.79E+17,And Finally system Generated reply from @Paytmcare https://t.co/xrpTFw0gF1,neutral,,
9.79E+17,"You are replying after about a month when I raised my concern , pity you. How many times I have messaged you with s… https://t.co/msxVXXF8bd",negative,,
9.79E+17,Why minors are not allowed  to open paytm payments  bank account while  RBI is clearly  mentioned  it in it's guide… https://t.co/ehn0oSNCAy,negative,,
9.79E+17,Having the worst possible experience on @Paytm Customer Care is pathetic and nobody even responds. If this attitude… https://t.co/fPzb9CdPMv,negative,,
9.79E+17,Some Paytm agent are requesting money to users for full KYC Process @Paytmcare   .... dear @Paytm  read this compla… https://t.co/yAuktylKv2,negative,,
9.79E+17,Please add more Bank for credit card bill payment.. @Paytm @Paytmcare https://t.co/dcMMhyBEnM,neutral,,
9.79E+17,No response received yet then how can my concern is important for you. Please provide me your escalation email ID b… https://t.co/g1yTZMCYp7,negative,,
9.79E+17,"Today on 27.03.18 ,  011204197595 No. male Caller only talk in cordial and sincere manner in query 57076091. Except… https://t.co/piBHwtO9Zf",negative,,
9.79E+17,Paytm should improve the customer care now....  No response on message yet!! @Paytmcare @vijayshekhar https://t.co/JiDbmOwv0h,negative,,
9.79E+17,what a bakwas service of @Paytm @Paytmcare money debited on 27.02.2018 still not reflecting in my bank account...no… https://t.co/vgaIH4Ugj8,negative,,
9.79E+17,On air in 2 mins @StarSportsIndia for another @englandcricket v @SouthernStars clash. @paytm #T20series,neutral,,
9.79E+17,Kerala - Playing XI #PUNvKER @paytm #U23 #T20 https://t.co/p5qbxwGCJG,neutral,,
9.79E+17,Who uses the useless Chinese app Paytm anymore? https://t.co/iqLd0RxnrT,negative,,
9.79E+17,@TheOfficialSBI transacted 1000 Rs back to my SBI account from @Paytm with Bank Txn ID: 65979058372 and Paytm Trans… https://t.co/WV24RELFXi,,,
9.79E+17,You guys need to stop asking for aadhar now  @PhonePe_ @Paytm @MobiKwik,negative,,
9.79E+17,Has anyone tried @Paytm #inbox Retweet if its a royal #pain,negative,,
9.79E+17,"@renusatti  Dear sir,  Today i pay for my phone in mi store with use of payt. my paytm order number is 4869028634.… https://t.co/UWeMfVvhWu",,,
9.79E+17,"So, @Paytm going the Airtel Payments Bank way? Opening Payments Bank accounts without the customers' knowledge… https://t.co/LgxCkr3XxV",negative,,
9.79E+17,My first transaction using @PaytmBank Debit card is a big one! @vijayshekhar https://t.co/a9zvosef8e,neutral,,
9.79E+17,My first experience with Paytm payments bank #Paytm Dear @vijayshekhar & @PaytmBank I applied for payments bank deb… https://t.co/z8iaN4MTus,,,
9.79E+17,My money has been deducted from paytm bank for no reason. Please clarify my money deduction .  @Paytmcare… https://t.co/Jp3DIZQqlb,negative,,
9.79E+17,ur app allow me to do only 2 upi transactions in an hour.. wtf.. why are u doing this? @paytm @PaytmBank @Paytmcare @vijayshekhar,negative,,
9.79E+17,Ohh Hello @Paytm Why is my bank account being misappropriated from the bank account? Why is this happening even if… https://t.co/nR2g8zgnqY,negative,,
9.79E+17,how cool it is to have u r phone num as u r bank account num.u made it possible  @PaytmBank @Paytm. easy to remember ????,,,
9.79E+17,@vijayshekhar @Paytmcare @PaytmBank transaction done on Uts app using #Paytm payment gateway. Who vil give the mone… https://t.co/Zt2gDb7h9T,,,
9.79E+17,Ok. Will wait. Wondering why the KYC got rejected. No answer has come for the same. Dear @vijayshekhar the team nee… https://t.co/hTWh00Mknc,negative,,
9.79E+17,Is it true? @Paytm @Paytmcare https://t.co/elYjjCZHW7,,,
9.79E+17,Paytm Customer care foolest of fool if u guys cannot deploy good Customer agents shut your company. Complaining sin… https://t.co/6TGLcoClUu,negative,,
9.79E+17,Unable to connect my paytm payments bank to BHIM UPI due to this error despite of having a free SMS plan and proper… https://t.co/qhw7YmFTT3,negative,,
9.79E+17,https://t.co/OzFcgCNwHG #paytmcare #Paytm #vijayshekhar  What is the current status of my query no :55622333 #plz t… https://t.co/C4zPfWz12U,,,
9.79E+17,Booked movie tickets through @PaytmTickets @Paytmcare for hichki movie at @_PVRCinemas. Third time i got broken cha… https://t.co/gxu2NFe6no,neutral,,
9.79E+17,My issue of kyc hasn't solved yet.pls assist me regarding same @Paytmcare @Paytm @vijayshekhar,negative,,
9.79E+17,Please start payments of HDFC credit cards through @Paytm @Paytmcare,neutral,,
9.79E+17,"..Unable to transfer money to bank from Paytm Wallet. Even after Doing KYC. @Paytm, @Paytmcare is not capable of solving customer issues.",negative,,
9.79E+17,Participated & Tweeted My Heart Out to be part of the #Dunkirk special screening. Biggest Wish to Win! ? *FINGERS C… https://t.co/3Z6lXmTPNn,neutral,,
9.79E+17,F**k off this must good service still problem is under concern :v :v https://t.co/XjWdQ6ZKRV,negative,,
9.79E+17,I'm still waiting for a reply @Paytmcare ! How is it legal for you to hold my money after I've completed OPT-based… https://t.co/rRiEccVGQP,negative,,
9.79E+17,This tweet is issue regarding my payments account no. 918987710446. Two times money got debited from my account and… https://t.co/NEmqYoWneU,negative,,
9.79E+17,"Unlike @bookmyshow , @PaytmTickets charges extra 90 bucks for 4 tickets as conveyance fee + GST  when each ticket is priced at Rs.200",negative,,
9.79E+17,No refund yet @Paytmcare  Plz dont give me any link to click on & select options,negative,,
9.79E+17,Even after 24 hrs cash not credited to wallet (offer upi card linking) Sucks.. @Paytm @Paytmcare,negative,,
9.79E+17,Kal raat ko cash add kiya tha 15k. Bank me withdrew kiya lekin abhi tak credit nhi hua h. pahle 1 min me ho jata th… https://t.co/XKsXLK14Af,negative,,
9.79E+17,"Hi, I haven’t received 15% cashback on gift card of Rs. 10000/-  transaction date is 30th Dec 2017.  I have just ch… https://t.co/2LoutDcC4m",negative,,
9.79E+17,Please call on given number and understand the concern https://t.co/YGUR4EXgHk,negative,,
9.79E+17,The only company which forces customers to personally visit their centres for KYC n then the centres charge u for d… https://t.co/wHd1REV35k,negative,,
9.79E+17,Sir I have ordered sandels by paytm but wrong and cheap(3rd class) product is delivered by paytm. Send me original… https://t.co/3tBlljgR75,negative,,
9.79E+17,@chairmanbwssb @bwssbchairman Not able to pay bill using @Paytmcare Why,negative,,
9.79E+17,Facing issues in #paytm while receiving money @needsonwheels. Been one month facing this issue. Also loosing sale a… https://t.co/5qFegJneI5,negative,,
9.79E+17,"order no. 4868959807 for 5 tickets of ipl match on 8th april,2018 yet confirmation is showing pending and redemptio… https://t.co/wqcQyb7b2Z",negative,,
9.79E+17,Pathetic reply again? https://t.co/URbO2eIyqg,negative,,
9.79E+17,Does kyc for paytm at kyc outlets apply charge or free??? @Paytmcare,neutral,,
9.79E+17,Last question! Guess the name of this song. https://t.co/UydSAIJylt  #Baaghi2OnPaytm https://t.co/m48LDZUBYJ,neutral,,
9.79E+17,Hi Paytm care..please solve my query..its more than 48 hours now..Reference No.: 57792839 @Paytm @Paytmcare #AskPaytm,negative,,
9.79E+17,Thanks  Received my paytm-atm @vijayshekhar  @Paytm https://t.co/8qf4Es3r6f,positive,,
9.79E+17,"Today, a PayTM staff came for checking my driving licence which was given as a valid KYC document in their app. Upo… https://t.co/RLIFFQtAme",,,
9.79E+17,Sir Any update about my KYC process it has been 10 days now.. @vijayshekhar @PMOIndia @Paytmcare @Paytm,negative,,
9.79E+17,Q4. Complete this powerful dialogue for us! https://t.co/UydSAIJylt #Baaghi2OnPaytm https://t.co/jT1upUEffu,neutral,,
9.79E+17,Companies multiple in size of @Paytm are able to resolve problems faced by customers in a fraction of time taken by… https://t.co/YevUfPNS3A,negative,,
9.79E+17,Wonderful initiative from @Paytm to send its executives from office to office to ask if anyone needs KYC done. Well done ????????,positive,,
9.79E+17,Q3. Watch the trailer to know the answer! https://t.co/UydSAIJylt #Baaghi2OnPaytm https://t.co/pa5EfdU77S,neutral,,
9.79E+17,India Women Won by 8 Wicket(s)  @paytm #IndvEng #T20I Scorecard:https://t.co/tumKYA3EvZ,neutral,,
9.79E+17,"Harmanpreet Kaur  FOUR! India Women 107/2 (15.4) (12x4, 1x6) @paytm #IndvEng #T20I",neutral,,
9.79E+17,"S S Mandhana  FOUR! India Women 102/2 (15.2) (11x4, 1x6) @paytm #IndvEng #T20I",neutral,,
9.79E+17,"End Of Over 15 - India Women 97/2, Need 11 Run(s) to Win,  S S Mandhana 57(39) Harmanpreet Kaur 15(29) @paytm #IndvEng #T20I",neutral,,
9.79E+17,"End Of Over 10 - India Women 70/2, Need 38 Run(s) to Win,  S S Mandhana 39(21) Harmanpreet Kaur 8(16) @paytm #IndvEng #T20I",neutral,,
